n07851443 double_cream
n03151077 curtain
n03151077 drape
n03151077 drapery
n03151077 mantle
n03151077 pall
n01736375 ground_snake
n02122878 tabby
n02122878 queen
n07770571 edible_seed
n04508489 underpants
n04563413 waterwheel
n04563413 water_wheel
n02874086 booth
n02576575 jack
n03019434 chino
n03577312 integrator
n03577312 planimeter
n12614477 waterweed
n11658331 miro
n11658331 black_pine
n02422391 topi
n02422391 damaliscus_lunatus
n01737728 water_moccasin
n02527271 moray
n02527271 moray_eel
n02952674 canteen
n03067212 cold_chisel
n03671914 linear_accelerator
n03671914 linac
n02434190 woodland_caribou
n04210390 shrine
n02054036 cormorant
n11846765 epiphyllum
n02823335 beer_barrel
n07575076 lunch
n07575076 luncheon
n07575076 tiffin
n03725600 mason_jar
n12985420 truffle
n01885498 numbat
n01885498 anteater
n07832416 pesto
n02024763 lapwing
n02024763 peewit
n11851578 prickly_pear
n04241573 slip_ring
n03601840 joist
n03435743 georgette
n03617095 kiln
n02377703 saddle_horse
n02377703 riding_horse
n02377703 mount
n02977936 casino
n02977936 gambling_casino
n03886053 panzer
n04210012 shrapnel
n02101108 spaniel
n02093428 staffordshire_terrier
n04187547 shed
n02000954 wading_bird
n02000954 wader
n07722217 onion
n12407222 dutch_elm
n03352628 fishnet
n03352628 fishing_net
n07915213 grasshopper
n11765568 honey_mesquite
n02510455 giant_panda
n02510455 panda
n02510455 panda_bear
n04193377 shift_key
n04193377 shift
n11722466 creeping_buttercup
n02212958 paper_wasp
n06998748 artwork
n06998748 art
n06998748 graphics
n01886756 placental
n01886756 placental_mammal
n01886756 eutherian
n04162433 seat
n07616487 sundae
n02631475 black_marlin
n12587487 wax_palm
n11622184 fraser_fir
n06596474 news_magazine
n09438940 snowdrift
n12658118 mountain_ash
n02904640 broadsword
n03495941 harpoon_gun
n03724870 mask
n03394149 freight_elevator
n03394149 service_elevator
n03353951 fixative
n02921756 burglar_alarm
n07817160 comfrey
n02496913 lemur
n09303528 hillside
n04153025 screen_door
n04153025 screen
n12898342 belladonna
n12898342 deadly_nightshade
n12898342 atropa_belladonna
n02828427 belting
n12475242 cornflower
n11625804 black_spruce
n11625804 picea_mariana
n11625804 spruce_pine
n02473307 homo_erectus
n03625539 knitting_machine
n03981566 pontoon
n03288742 english_horn
n03288742 cor_anglais
n04568069 weathervane
n04568069 weather_vane
n04568069 vane
n04568069 wind_vane
n03579538 interior_door
n03267821 elastic_bandage
n02624807 spanish_mackerel
n07804900 paddy
n02852173 blinker
n02852173 flasher
n03506880 hearse
n02557182 yellow_perch
n12041446 orchid
n07841495 boiled_egg
n03397266 frigate
n11878283 mustard
n04328329 storage_battery
n04328329 accumulator
n02087122 hunting_dog
n09454744 tar_pit
n01378545 myxobacteria
n01459791 fetus
n01459791 foetus
n04430896 thumb
n04036776 rabbet
n04036776 rebate
n02627292 bluefin
n02627292 bluefin_tuna
n02627292 horse_mackerel
n03514451 hemostat
n03005285 chandelier
n03005285 pendant
n03005285 pendent
n04533042 vibrator
n03188725 diaper
n07651025 puree
n04082562 retainer
n07727252 pinto_bean
n11965627 fleabane
n04239074 sliding_door
n03360300 flatbed
n11824146 pigweed
n01839598 flicker
n13233727 milkweed
n09932508 coal_miner
n09932508 collier
n09932508 pitman
n03621049 kitchen_utensil
n02947818 candelabrum
n02947818 candelabra
n02127482 bobcat
n02127482 lynx_rufus
n03845190 oil_tanker
n03845190 oiler
n03845190 tanker
n11748811 peanut
n04955160 polish
n04955160 gloss
n04955160 burnish
n04028074 putter
n02749670 assegai
n02749670 assagai
n03446268 club_head
n03446268 club_head
n03446268 clubhead
n03002948 chalice
n03002948 goblet
n09406793 reef
n04574999 wheel
n02956699 capitol
n02228341 katydid
n02901620 brigantine
n02692086 airscrew
n02692086 prop
n02602405 silversides
n02602405 silverside
n02795978 barrel_organ
n02795978 hurdy_gurdy
n02795978 hurdy_gurdy
n04005197 priory
n08518171 campsite
n08518171 campground
n08518171 camping_site
n08518171 camping_ground
n08518171 bivouac
n08518171 encampment
n08518171 camping_area
n07924560 grape_juice
n11840476 maravilla
n11602091 coontie
n03556992 icebreaker
n03556992 iceboat
n03027505 chuck_wagon
n01472303 amniota
n01596608 purple_martin
n12772753 buckthorn
n02764779 axle
n12044467 aerides
n07914777 spritzer
n04176295 servo
n04176295 servomechanism
n03471190 gusset
n03471190 inset
n14977188 tarmacadam
n14977188 tarmac
n02382437 pony
n12974987 slime_mold
n12974987 slime_mould
n04327682 stopcock
n02355227 squirrel
n03291741 envelope
n03732543 maxim_gun
n12196527 flame_tree
n02275560 mourning_cloak
n04950952 wood_grain
n04950952 woodgrain
n04269944 spatula
n04522168 vase
n03528263 home_appliance
n03528263 household_appliance
n11647306 kauri_pine
n04974340 olive
n04320871 stirrer
n04973291 beige
n04973291 ecru
n04295081 saddlery
n04295081 tack
n02843158 birdbath
n02195819 bee_fly
n01806467 green_peafowl
n03323211 farmyard
n03039493 claymore
n04577769 whip
n02385002 finisher
n02421449 gnu
n02421449 wildebeest
n02684515 aglet
n02561108 pike
n04592465 winery
n04592465 wine_maker
n03596285 jet_engine
n04344734 studio_apartment
n04344734 studio
n03751269 mess_jacket
n03394480 freight_train
n03394480 rattler
n03005147 chancery
n07929519 coffee
n07929519 java
n04112579 rotunda
n01712008 theropod
n01712008 theropod_dinosaur
n04301000 stand
n08249459 concert_band
n08249459 military_band
n12953206 osmund
n03720891 maraca
n03698604 luxury_liner
n04099429 rocket
n04099429 projectile
n03797264 mufti
n02406174 dairy_cattle
n02406174 dairy_cow
n02406174 milk_cow
n02406174 milker
n11965218 fireweed
n04104925 rood_screen
n07881800 beverage
n07881800 drink
n07881800 drinkable
n07881800 potable
n08628141 kasbah
n08628141 casbah
n07710952 baked_potato
n04229959 skimmer
n04107598 roomette
n03045228 clipper
n03045228 clipper_ship
n01617766 egyptian_vulture
n04228581 ski_boot
n12656909 salmonberry
n03726760 mast
n01338685 herpes
n01338685 herpes_virus
n02024185 dotterel
n03465718 guestroom
n03571280 inhaler
n01351315 spirillum
n07709172 potherb
n04499300 turkish_bath
n02082791 aardvark
n02082791 anteater
n02808829 bathyscaphe
n07826930 star_anise
n07735510 pumpkin
n01806847 california_quail
n10421470 pharmacist
n10421470 druggist
n10421470 chemist
n10421470 apothecary
n11617090 monterey_pine
n11617090 pinus_radiata
n03998194 prayer_rug
n12019827 stevia
n13915999 regular_polyhedron
n13915999 platonic_solid
n04398688 teaspoon
n02667379 abbey
n03698360 lute
n01646292 bufo
n04239786 sling
n12003167 bugloss
n02048115 horned_puffin
n02066245 gray_whale
n02066245 devilfish
n02580336 scad
n02429456 pronghorn
n02429456 pronghorn_antelope
n02429456 antilocapra_americana
n03382856 foremast
n02759257 autofocus
n03385557 fortification
n03385557 munition
n04328580 secondary_cell
n12035631 blazing_star
n03723439 marriage_bed
n04366033 sushi_bar
n13150894 peperomia
n02776631 bakery
n02776631 bakeshop
n02776631 bakehouse
n02769748 backpack
n02769748 back_pack
n02769748 knapsack
n02769748 rucksack
n02769748 haversack
n02328150 angora
n02328150 angora_rabbit
n02072798 white_whale
n02072798 beluga
n03776460 mobile_home
n04104500 roman_building
n04102406 roller_coaster
n04102406 big_dipper
n04096848 roadblock
n04096848 barricade
n10147935 groom
n10147935 bridegroom
n03889626 parapet
n03589513 jack
n07576438 picnic
n07586099 marmite
n03375575 foil
n04141327 scabbard
n02538216 brook_trout
n02538216 speckled_trout
n02348788 pocket_mouse
n03198500 dildo
n13868944 wave
n13868944 undulation
n03688066 long_iron
n03585682 iron_foundry
n12676534 woodbine
n04000311 press
n04000311 printing_press
n04389854 tank_engine
n04389854 tank_locomotive
n02486261 patas
n03478907 hall
n01531811 redpoll
n09927089 cleaner
n04115256 row_house
n04115256 town_house
n04409806 tennis_racket
n04409806 tennis_racquet
n03148324 cupboard
n03148324 closet
n01820546 lorikeet
n03296328 escarpment
n03296328 scarp
n03772584 minute_hand
n03797182 muffler
n02578771 amberjack
n02310000 bollworm
n02921029 bunsen_burner
n02921029 bunsen
n02921029 etna
n07695652 graham_cracker
n03885028 panty
n03885028 scanty
n07688898 hushpuppy
n07909714 galliano
n03087069 concrete_mixer
n03087069 cement_mixer
n06596727 slick
n06596727 glossy
n02299157 tobacco_hornworm
n02299157 manduca_sexta
n01321579 young
n01321579 offspring
n13142504 redberry
n03983499 popgun
n00446311 professional_boxing
n04392113 tape
n04392113 tape_measure
n04120842 runway
n07820497 sage
n01559804 wood_thrush
n03066849 colander
n13896100 bow
n13896100 arc
n12866968 savory
n10091651 fireman
n10091651 firefighter
n10091651 fire_fighter
n10091651 fire_eater
n03092166 conservatory
n03092166 hothouse
n03092166 indoor_garden
n13147689 malvasia
n11674332 inflorescence
n01324431 carnivore
n04248209 snap
n02080146 harp_seal
n03088580 condominium
n03088580 condo
n02161457 pollinator
n03351434 fishing_gear
n03351434 tackle
n03351434 fishing_tackle
n03351434 rig
n03992436 potsherd
n02341616 prairie_vole
n04562935 water_tower
n03062122 cocktail_lounge
n03539433 horseshoe
n03539433 shoe
n07816575 hyssop
n03342015 fingerpaint
n07684600 quick_bread
n02501583 tarsier
n07613480 trifle
n07820960 summer_savory
n01912152 hydra
n04968139 olive_green
n04968139 olive_green
n04534359 videotape
n11853356 christmas_cactus
n07908812 benedictine
n03398153 frock
n03109033 corker
n03335461 fig_leaf
n07641928 fish_cake
n07641928 fish_ball
n03506727 hearing_aid
n02532602 sardine
n02929289 buttress
n02929289 buttressing
n02936714 cage
n02936714 coop
n02110806 basenji
n03478756 hall
n03788365 mosquito_net
n02030035 ruff
n07575392 high_tea
n04001499 pressure_gauge
n12236546 huckleberry
n03659686 lever
n03944341 pinwheel
n01790304 plymouth_rock
n02190166 fly
n03829954 noria
n04169437 selector
n04169437 selector_switch
n02126139 serval
n13068255 bunt
n02442336 stoat
n12091953 polyanthus
n11685621 silique
n11685621 siliqua
n01575117 cowbird
n13141564 bearberry
n13141564 bearwood
n12819728 blue_devil
n12819728 echium_vulgare
n02042180 laughing_gull
n02042180 blackcap
n04475309 trap_door
n03955296 plane
n03955296 planer
n03955296 planing_machine
n03439631 glengarry
n11877283 kohlrabi
n03622058 klaxon
n02799323 baseball_cap
n02548247 angler
n02548247 anglerfish
n02548247 monkfish
n02548247 lotte
n04448185 tokamak
n02983357 catchment
n07769731 rambutan
n02932523 caboose
n04294212 stabilizer
n04294212 stabiliser
n07886317 kava
n03113835 costume
n03917814 permanent_press
n07926346 limeade
n04546340 walkman
n03585778 iron_horse
n04127249 safety_pin
n02359915 eastern_chipmunk
n02359915 ground_squirrel
n03250089 drum_brake
n02519472 brown_bullhead
n03730494 maternity_ward
n10474645 principal
n10474645 school_principal
n10474645 head_teacher
n10474645 head
n01915700 sea_pen
n10763383 waiter
n10763383 server
n11612349 mountain_pine
n11612349 pinus_mugo
n03906997 pen
n01464844 yolk
n04428191 thresher
n04428191 thrasher
n04428191 threshing_machine
n07873464 pilaf
n12412355 bearded_iris
n04154340 screw
n04492060 trunk_lid
n01855188 smew
n03563967 implement
n02959942 car
n02959942 railcar
n02959942 railway_car
n02959942 railroad_car
n03008177 charcuterie
n03991646 potentiometer
n03991646 pot
n03492542 hard_disc
n03492542 hard_disk
n02096051 airedale
n02096051 airedale_terrier
n07745046 boysenberry
n02822064 bedsitter
n02822064 bedsit
n01840775 redhead
n07914271 smoothie
n07919310 fizz
n11986729 romaine_lettuce
n01558765 ring_ouzel
n04250692 snood
n03602883 joystick
n02950018 cannery
n03397532 frill
n03397532 ruffle
n01740551 blind_snake
n01740551 worm_snake
n04153330 screening
n02978881 cassette
n12757816 american_holly
n04057846 reactor
n01350226 bacillus_anthracis
n00141669 check_in
n01467804 lancelet
n01467804 amphioxus
n03539103 horseless_carriage
n04261281 souk
n02599958 mullet
n02406432 ayrshire
n02968333 carrel
n02968333 carrell
n02968333 cubicle
n02968333 stall
n03196062 digital_camera
n02979399 cassette_tape
n03459591 grill
n03459591 grille
n03459591 grillwork
n07936979 seltzer
n04502670 tweeter
n07879174 sukiyaki
n12582665 sago_palm
n13163553 deadwood
n02104882 belgian_shepherd
n07908923 chartreuse
n02137888 ichneumon
n02802215 basket
n02802215 basketball_hoop
n02802215 hoop
n12394638 pellitory
n02011460 bittern
n04425977 third_gear
n04425977 third
n03534776 hoover
n07814925 ginger
n02063224 baleen_whale
n07819303 mustard_seed
n09279986 fireball
n04282872 split_rail
n06874185 traffic_light
n06874185 traffic_signal
n06874185 stoplight
n03346455 fireplace
n03346455 hearth
n03346455 open_fireplace
n02379908 arabian
n02379908 arab
n01396617 stentor
n03491988 hank
n11690254 hypanthium
n11690254 floral_cup
n11690254 calyx_tube
n03687137 loggia
n02533834 anchovy
n12107970 foxtail
n03668067 lightning_rod
n03668067 lightning_conductor
n00450335 riding
n00450335 horseback_riding
n00450335 equitation
n03730893 matting
n15093298 vitamin_c
n15093298 ascorbic_acid
n10679174 surgeon
n03035510 cistern
n03215076 divan
n03215076 diwan
n00483205 professional_tennis
n02427470 kob
n03341297 fingerboard
n02377291 stud
n02875948 borstal
n07625324 timbale
n12836212 nemophila
n11978713 mirasol
n11978713 helianthus_annuus
n12435649 wild_garlic
n12435649 ramsons
n07935152 green_tea
n04499810 turnbuckle
n02086240 shih_tzu
n01619536 condor
n02976939 cashbox
n02976939 money_box
n02976939 till
n03305953 etd
n04597804 woodenware
n03768823 minelayer
n04964878 maroon
n02120505 grey_fox
n02120505 gray_fox
n03814727 stock
n01441117 dace
n04046974 rail_fence
n03838024 object_ball
n02926591 bustle
n03007297 chapterhouse
n03007297 fraternity_house
n03007297 frat_house
n07741138 macoun
n11879722 colza
n11879722 brassica_napus
n07744057 lingonberry
n02283951 tortricid
n07713074 eggplant
n07713074 aubergine
n01622959 tawny_owl
n00483848 pallone
n07768068 bosc
n12475774 pia
n13908580 roulette
n03656957 lens
n02951703 canopic_jar
n01521399 rhea
n07739125 apple
n03454211 grapnel
n03454211 grapple
n03454211 grappler
n03454211 grappling_hook
n07709333 greens
n07709333 green
n07709333 leafy_vegetable
n02706806 amusement_arcade
n03204306 dipper
n07805966 dog_food
n12945177 water_parsnip
n03358380 flash
n07899108 vermouth
n04591713 wine_bottle
n12493426 carob
n12493426 locust_bean
n04431025 thumbhole
n07730855 chicory
n07920989 mocha
n01699254 spectacled_caiman
n04486616 troika
n04338517 stringed_instrument
n02094562 rat_terrier
n02094562 ratter
n01838598 woodpecker
n01838598 peckerwood
n01838598 pecker
n12319204 black_walnut
n03657121 lens_cover
n12422129 jonquil
n11618290 black_pine
n09246464 cliff
n09246464 drop
n01316734 bottom_feeder
n01859496 tundra_swan
n12710295 tangerine
n12710295 tangerine_tree
n04457157 torpedo
n15019030 sand
n02445715 skunk
n02445715 polecat
n07774596 macadamia_nut
n03450734 gown
n03450734 scrubs
n12266217 southern_beech
n07767171 mulberry
n01814755 roller
n01814755 tumbler
n07741235 northern_spy
n07800740 fodder
n03904183 pedestrian_crossing
n03904183 zebra_crossing
n01584225 wren
n01584225 jenny_wren
n09381242 outcrop
n09381242 outcropping
n09381242 rock_outcrop
n07588817 vichyssoise
n02450677 beech_marten
n07803992 wheat_germ
n10020890 doctor
n10020890 doc
n10020890 physician
n10020890 medico
n02793296 bar_magnet
n04125853 safety_belt
n04125853 safety_harness
n02780315 ball_bearing
n02780315 roller_bearing
n07804657 white_rice
n04447028 toilet_bowl
n00015388 animal
n00015388 beast
n00015388 brute
n00015388 creature
n00015388 fauna
n08649711 bedside
n07714078 kale
n07714078 kail
n07714078 cole
n02359324 prairie_dog
n12557438 haricot
n01438581 loach
n01482330 shark
n12731835 balsam_poplar
n07852045 bleu
n07852045 blue_cheese
n01968315 cephalopod
n07766530 mamey
n07766530 mammee
n02469248 scapular
n01439121 cyprinid
n01439121 cyprinid_fish
n02999936 chain
n01847806 mallard
n01847806 anas_platyrhynchos
n04119478 rumpus_room
n04119478 playroom
n04119478 game_room
n04068441 refinery
n11761836 inga_edulis
n03135030 croquet_mallet
n02350989 jumping_mouse
n03584829 iron
n03908618 pencil_case
n01422185 sporozoite
n03796522 mud_brick
n02978753 casserole
n11627168 hemlock
n11627168 hemlock_tree
n02555863 perch
n03253886 duffel_bag
n03253886 duffel
n11754893 mimosa
n13878306 ellipse
n13878306 oval
n02527622 conger
n04250224 sniper_rifle
n04250224 precision_rifle
n04598318 woodshed
n03612010 ketch
n11542137 sphagnum
n11542137 sphagnum_moss
n11542137 peat_moss
n11542137 bog_moss
n02804123 bass_guitar
n02481823 chimpanzee
n02481823 chimp
n02481823 pan_troglodytes
n02739427 armlet
n02739427 arm_band
n02483362 gibbon
n03877351 paisley
n02763901 awning
n02763901 sunshade
n13141141 buckthorn
n02902916 broad_arrow
n04561734 waterproof
n03036866 clamp
n03036866 clinch
n00449977 greyhound_racing
n02678897 adapter
n02678897 adaptor
n03343737 fire_alarm
n03343737 smoke_alarm
n02565072 smallmouth
n02565072 smallmouth_bass
n02104523 shepherd_dog
n02104523 sheepdog
n02104523 sheep_dog
n02822579 bedstead
n03506370 health_spa
n03506370 spa
n03506370 health_club
n02696843 alidade
n07937461 couscous
n07734555 tomatillo
n01453742 boarfish
n08500989 interstellar_space
n09472597 volcano
n01396048 paramecium
n01396048 paramecia
n03891332 parking_meter
n09331251 lakefront
n03536761 horn
n15089803 vitamin_a
n07846557 skim_milk
n07846557 skimmed_milk
n03187268 dialog_box
n03187268 panel
n12657082 salmonberry
n12657082 thimbleberry
n02175916 stag_beetle
n04177755 settee
n03637787 lancet_arch
n03637787 lancet
n03397947 frisbee
n13006631 milkcap
n02394477 artiodactyl
n09264803 delta
n02937010 cagoule
n03141823 crutch
n00453478 fox_hunting
n02410702 american_bison
n02410702 american_buffalo
n02410702 buffalo
n02410702 bison_bison
n02933990 cable
n02933990 cable_television
n02933990 cable_system
n13884930 cuboid
